House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
12,Spring Prairie,Dylan,Brown,15,Son,NA,Male,Student,None,NA
1,Farthing Burgs,Jordan,Watson,49,Head,Single,Male,"Lighting technician, broadcasting/film/video",None,Catholic
2,Farthing Burgs,Chloe,Kelly,40,Head,Divorced,Female,Futures trader,None,None
3,Farthing Burgs,Justin,Rice,66,Head,Single,Male,Phytotherapist,None,Methodist
4,Farthing Burgs,Olivia,Stokes,69,Head,Widowed,Female,Retired Automotive engineer,None,Methodist
5,Farthing Burgs,Dennis,Hill,71,Head,Widowed,Male,Retired Equality and diversity officer,None,Catholic
6,Farthing Burgs,Fiona,Hill,63,Head,Single,Female,Theatre director,None,Christian
7,Farthing Burgs,Bryan,Clayton,22,Head,Single,Male,University Student,None,Muslim
7,Farthing Burgs,William,Hughes,21,None,Single,Male,University Student,None,Christian
8,Farthing Burgs,Georgia,Knowles,84,Head,Widowed,Female,Retired Sales executive,None,Methodist
9,Farthing Burgs,Hazel,Watson,67,Head,Married,Female,Pension scheme manager,None,Christian
9,Farthing Burgs,Leslie,Watson,63,Husband,Married,Male,"Scientist, marine",None,None
10,Farthing Burgs,Judith,Lee,89,Head,Widowed,Female,"Retired Surveyor, insurance",None,Christian
1,James Avenue,Alice,Page,58,Head,Married,Female,Production manager,None,Christian
1,James Avenue,Derek,Page,60,Husband,Married,Male,Physiological scientist,None,None
2,James Avenue,Jacqueline,Shepherd,39,Head,Married,Female,Technical sales engineer,None,Methodist
2,James Avenue,Darren,Shepherd,44,Husband,Married,Male,"Designer, multimedia",None,Methodist
2,James Avenue,Roger,Shepherd,24,Son,Single,Male,"Engineer, production",None,Methodist
3,James Avenue,Irene,Wilson,54,Head,Divorced,Female,Airline pilot,None,None
4,James Avenue,Caroline,Collins,39,Head,Single,Female,Product designer,None,Christian
5,James Avenue,Dorothy,Page,37,Head,Married,Female,Outdoor activities/education manager,None,None
5,James Avenue,Anthony,Page,42,Husband,Married,Male,"Designer, jewellery",None,None
5,James Avenue,Howard,Page,7,Son,NA,Male,Student,None,NA
6,James Avenue,Dawn,Mason,39,Head,Divorced,Female,Theme park manager,None,Methodist
7,James Avenue,Charles,Brown,36,Head,Single,Male,Clinical cytogeneticist,None,None
8,James Avenue,Geoffrey,Mitchell,78,Head,Single,Male,Retired Health physicist,None,Christian
9,James Avenue,Rebecca,Knight,34,Head,Single,Female,Learning mentor,None,Methodist
10,James Avenue,Jeremy,Rogers,49,Head,Single,Male,"Geologist, engineering",None,None
10,James Avenue,Ann,Owen,26,None,Single,Female,Planning and development surveyor,None,Methodist
11,James Avenue,Elliot,Atkinson,63,Head,Single,Male,Armed forces technical officer,None,Christian
11,James Avenue,Deborah,Wilson,58,Partner,Single,Female,Public house manager,None,Christian
12,James Avenue,Allan,Fisher,38,Head,Single,Male,Private music teacher,None,None
13,James Avenue,Colin,Foster,57,Head,Single,Male,Farm manager,None,Catholic
14,James Avenue,Carl,Pritchard,70,Head,Widowed,Male,Retired Editorial assistant,None,Christian
1,Middleton Prairie,Heather,Young,59,Head,Married,Female,Chief of Staff,None,Catholic
1,Middleton Prairie,Max,Howe,53,Husband,Married,Male,Pension scheme manager,None,Catholic
1,Middleton Prairie,Nicola,Young,28,Daughter,Single,Female,"Production assistant, radio",None,None
1,Middleton Prairie,Francesca,Young,7,Daughter,NA,Female,Student,None,NA
2,Middleton Prairie,Karl,Clarke,81,Head,Married,Male,Retired Publishing rights manager,None,Christian
2,Middleton Prairie,Sophie,Clarke,81,Wife,Married,Female,Retired Warden/ranger,None,Christian
3,Middleton Prairie,Beverley,Thomas,47,Head,Married,Female,Rural practice surveyor,None,Christian
3,Middleton Prairie,Robin,Thomas,51,Husband,Married,Male,"Surveyor, building",None,Christian
3,Middleton Prairie,Clive,Thomas,26,Son,Single,Male,"Librarian, academic",None,Christian
3,Middleton Prairie,Hazel,Thomas,0,Daughter,NA,Female,Child,None,NA
4,Middleton Prairie,Bethany,Scott,49,Head,Married,Female,"Scientist, physiological",None,None
4,Middleton Prairie,Jake,Scott,53,Husband,Married,Male,Medical laboratory scientific officer,None,None
4,Middleton Prairie,Francis,Scott,14,Son,NA,Male,Student,None,NA
5,Middleton Prairie,Jade,Cartwright,43,Head,Married,Female,Insurance broker,None,Catholic
5,Middleton Prairie,Shane,Cartwright,43,Husband,Married,Male,Unemployed,None,None
5,Middleton Prairie,Aimee,Cartwright,39,Cousin,Single,Female,Research scientist (maths),None,None
5,Middleton Prairie,Linda,Cartwright,46,Cousin,Single,Female,Risk manager,None,Catholic
6,Middleton Prairie,Harriet,Williams,18,Head,Married,Female,Student,None,NA
6,Middleton Prairie,Gareth,Williams,19,Husband,Married,Male,University Student,None,NA
6,Middleton Prairie,Denise,Roberts,56,Sibling,Single,Female,"Conservation officer, nature",None,Christian
6,Middleton Prairie,Bryan,White,47,Lodger,Divorced,Male,"Designer, textile",None,Catholic
6,Middleton Prairie,Hollie,Harper,38,Visitor,Single,Female,Politician's assistant,None,None
6,Middleton Prairie,Ricky,Howe,36,Lodger,Single,Male,Corporate investment banker,None,None
7,Middleton Prairie,Hayley,Mills,30,Head,Married,Female,Financial manager,None,Christian
7,Middleton Prairie,Tom,Mills,30,Husband,Married,Male,Higher education careers adviser,None,None
7,Middleton Prairie,Timothy,Mills,0,Son,NA,Male,Child,None,NA
8,Middleton Prairie,Jodie,Hill,47,Head,Single,Female,Diagnostic radiographer,None,Methodist
8,Middleton Prairie,Gerard,Cooke,45,Partner,Single,Male,Insurance account manager,Unknown Infection,None
8,Middleton Prairie,Paula,Hill,19,Daughter,Divorced,Female,Armed forces technical officer,None,None
8,Middleton Prairie,Russell,Hill,13,Son,NA,Male,Student,None,NA
9,Middleton Prairie,Debra,Roberts,51,Head,Single,Female,Multimedia programmer,None,None
9,Middleton Prairie,Gordon,Roberts,15,Son,NA,Male,Student,None,NA
9,Middleton Prairie,Ben,Roberts,15,Son,NA,Male,Student,None,NA
9,Middleton Prairie,Julie,Roberts,8,Daughter,NA,Female,Student,None,NA
9,Middleton Prairie,Derek,Roberts,2,Son,NA,Male,Child,None,NA
9,Middleton Prairie,Samantha,Roberts,0,Daughter,NA,Female,Child,None,NA
10,Middleton Prairie,Dominic,Spencer,50,Head,Single,Male,"Psychologist, clinical",None,Methodist
10,Middleton Prairie,Carol,Knight,25,None,Single,Female,Land,None,Muslim
10,Middleton Prairie,Helen,Ingram,25,None,Single,Female,Sales promotion account executive,None,None
10,Middleton Prairie,Brandon,Lee,36,None,Single,Male,"Journalist, newspaper",None,None
10,Middleton Prairie,Callum,Miah,43,None,Single,Male,Aeronautical engineer,None,Christian
11,Middleton Prairie,Jessica,Thompson,42,Head,Married,Female,"Teacher, early years/pre",None,Christian
11,Middleton Prairie,Barry,Thompson,44,Husband,Married,Male,Medical laboratory scientific officer,None,Christian
11,Middleton Prairie,Dylan,Thompson,15,Son,NA,Male,Student,None,NA
11,Middleton Prairie,Bethany,Thompson,14,Daughter,NA,Female,Student,None,NA
12,Middleton Prairie,Rosemary,Barnett,46,Head,Single,Female,"Therapist, art",None,None
13,Middleton Prairie,Gerard,Fuller,42,Head,Divorced,Male,Accommodation manager,None,Christian
13,Middleton Prairie,Pauline,Sinclair,37,None,Divorced,Female,"Engineer, agricultural",None,Catholic
13,Middleton Prairie,Charlotte,Clarke,62,None,Single,Female,Naval architect,None,Christian
13,Middleton Prairie,Harriet,Thompson,26,None,Single,Female,Financial controller,None,Catholic
14,Middleton Prairie,Robert,Potts-Naylor,37,Head,Single,Male,Educational psychologist,None,Catholic
14,Middleton Prairie,Cheryl,Stevenson,35,Partner,Single,Female,"Administrator, education",None,Catholic
14,Middleton Prairie,Georgia,Barlow,57,Lodger,Single,Female,Medical sales representative,None,Christian
14,Middleton Prairie,Terence,Holden,51,Lodger,Single,Male,Barrister's clerk,None,Christian
15,Middleton Prairie,Jenna,Burton,35,Head,Married,Female, ,None,Christian
15,Middleton Prairie,Rhys,Burton,37,Husband,Married,Male,Special educational needs teacher,None,Christian
15,Middleton Prairie,Frank,Burton,3,Son,NA,Male,Child,None,NA
16,Middleton Prairie,Charlotte,Collier,51,Head,Single,Female,Research scientist (maths),None,Christian
16,Middleton Prairie,Connor,Collier,14,Son,NA,Male,Student,None,NA
16,Middleton Prairie,Stacey,Collier,12,Daughter,NA,Female,Student,None,NA
17,Middleton Prairie,Elizabeth,Evans,42,Head,Married,Female,Haematologist,None,None
17,Middleton Prairie,Antony,Evans,42,Husband,Married,Male,Clinical biochemist,None,None
17,Middleton Prairie,Catherine,Evans,11,Daughter,NA,Female,Student,None,NA
17,Middleton Prairie,Gail,Evans,8,Daughter,NA,Female,Student,None,NA
17,Middleton Prairie,Bradley,Evans,5,Son,NA,Male,Student,None,NA
18,Middleton Prairie,Amber,Clark,21,Head,Single,Female,University Student,None,None
18,Middleton Prairie,Ross,Bird,25,Partner,Single,Male,Mental health nurse,None,None
19,Middleton Prairie,Jake,Griffiths,30,Head,Single,Male,"Scientist, research (maths)",None,None
19,Middleton Prairie,June,Jones,30,Partner,Single,Female,Chemical engineer,Physical Disability,None
19,Middleton Prairie,Stanley,Griffiths,2,Son,NA,Male,Child,None,NA
19,Middleton Prairie,Deborah,Hill,39,Sibling,Single,Female,Analytical chemist,None,Christian
20,Middleton Prairie,Terence,Harding,29,Head,Single,Male,PhD Student,None,Catholic
20,Middleton Prairie,Ashleigh,Clarke,27,None,Single,Female,PhD Student,None,Catholic
20,Middleton Prairie,Caroline,Lewis,18,None,Single,Female,University Student,None,Christian
20,Middleton Prairie,Helen,Hall,32,None,Single,Female,PhD Student,None,Catholic
21,Middleton Prairie,Catherine,Fletcher,21,Head,Single,Female,University Student,None,Catholic
21,Middleton Prairie,Kyle,Hooper,18,None,Single,Male,University Student,None,Methodist
21,Middleton Prairie,James,Hunt,22,None,Single,Male,University Student,None,None
21,Middleton Prairie,Robert,Sims,24,None,Single,Male,PhD Student,None,None
22,Middleton Prairie,Danielle,Price,51,Head,Married,Female,Chief of Staff,None,Christian
22,Middleton Prairie,Liam,Price,54,Husband,Married,Male,Television production assistant,None,Christian
22,Middleton Prairie,Luke,Price,18,Son,Divorced,Male,Student,None,Christian
22,Middleton Prairie,Dorothy,Price,17,Daughter,NA,Female,Student,None,NA
23,Middleton Prairie,Tracy,Lane,57,Head,Married,Female,Exhibition designer,None,Catholic
23,Middleton Prairie,Thomas,Lane,60,Husband,Married,Male,"Engineer, aeronautical",None,Catholic
23,Middleton Prairie,Lindsey,Lane,25,Daughter,Divorced,Female,Technical sales engineer,None,None
23,Middleton Prairie,Beth,Lane,21,Daughter,Single,Female,University Student,None,Catholic
24,Middleton Prairie,Iain,Rogers,53,Head,Single,Male,Customer service manager,None,Methodist
25,Middleton Prairie,Maria,Gibbs,72,Head,Married,Female,"Retired Engineer, electrical",None,Catholic
25,Middleton Prairie,Mohammed,Gibbs,74,Husband,Married,Male,Retired Magazine journalist,None,None
25,Middleton Prairie,Ann,Gibbs,17,Granddaughter,NA,Female,Student,None,NA
25,Middleton Prairie,Ryan,Gibbs,17,Grandson,NA,Male,Student,None,NA
25,Middleton Prairie,Graeme,Gibbs,16,Grandson,NA,Male,Student,None,NA
26,Middleton Prairie,Rita,Bradley,37,Head,Married,Female,"Editor, magazine features",None,None
26,Middleton Prairie,Abdul,Bradley,39,Husband,Married,Male,"Engineer, biomedical",None,None
26,Middleton Prairie,Stacey,Bruce,26,Sibling,Single,Female,"Scientist, research (maths)",None,Catholic
26,Middleton Prairie,Jason,Patel,34,Lodger,Single,Male,"Exhibitions officer, museum/gallery",None,Methodist
26,Middleton Prairie,Georgia,Dawson,58,Lodger,Single,Female,"Therapist, sports",None,None
26,Middleton Prairie,Vincent,King,49,Sibling,Single,Male,Unemployed,None,None
27,Middleton Prairie,Janice,Robinson,46,Head,Divorced,Female,Hydrographic surveyor,None,None
27,Middleton Prairie,Henry,Robinson,23,Son,Single,Male,Theme park manager,None,None
27,Middleton Prairie,Katie,Robinson,17,Daughter,NA,Female,Student,None,NA
27,Middleton Prairie,Louise,Robinson,14,Daughter,NA,Female,Student,None,NA
28,Middleton Prairie,Alison,Wells,52,Head,Married,Female,Analytical chemist,None,Catholic
28,Middleton Prairie,Paul,Wells,56,Husband,Married,Male,Technical brewer,None,Catholic
28,Middleton Prairie,Guy,Wells,17,Son,NA,Male,Student,None,NA
28,Middleton Prairie,Adrian,Wells,13,Son,NA,Male,Student,None,NA
28,Middleton Prairie,Donna,Wells,10,Daughter,NA,Female,Student,None,NA
1,Hove Crescent,Carolyn,Stephens,38,Head,Married,Female,Chartered management accountant,None,Catholic
1,Hove Crescent,Maurice,Stephens,41,Husband,Married,Male,"Accountant, chartered",None,Catholic
1,Hove Crescent,Kyle,Stephens,5,Son,NA,Male,Student,None,NA
1,Hove Crescent,James,Stephens,1,Son,NA,Male,Child,None,NA
2,Hove Crescent,Dawn,Hughes,43,Head,Single,Female,"Horticulturist, commercial",None,None
3,Hove Crescent,Katy,Cross,49,Head,Divorced,Female,"Engineer, civil (consulting)",None,Catholic
4,Hove Crescent,Jessica,Taylor,34,Head,Married,Female,"Runner, broadcasting/film/video",None,None
4,Hove Crescent,Barry,Taylor,37,Husband,Married,Male,Energy engineer,None,None
5,Hove Crescent,Harry,Smith,47,Head,Single,Male,Public house manager,None,None
6,Hove Crescent,Jennifer,Finch,46,Head,Single,Female,Estate agent,None,Christian
7,Hove Crescent,Liam,Archer,67,Head,Married,Male,Furniture designer,None,Methodist
7,Hove Crescent,Kathryn,Archer,65,Wife,Married,Female,Unemployed,None,None
8,Hove Crescent,Pauline,Kennedy,30,Head,Married,Female,Commercial/residential surveyor,None,Methodist
8,Hove Crescent,Jay,Kennedy,31,Husband,Married,Male,"Designer, exhibition/display",None,Methodist
9,Hove Crescent,Francis,Jones,26,Head,Divorced,Male,Environmental health practitioner,None,None
10,Hove Crescent,Lauren,King,33,Head,Single,Female,"Engineer, building services",None,None
11,Hove Crescent,Catherine,Clarke,79,Head,Divorced,Female,Retired Broadcast presenter,None,Christian
12,Hove Crescent,Samantha,McDonald,44,Head,Single,Female,Lexicographer,None,Christian
13,Hove Crescent,Joseph,Sheppard,65,Head,Widowed,Male,Clinical cytogeneticist,None,None
13,Hove Crescent,Charlene,Sheppard,19,Granddaughter,Divorced,Female,University Student,None,None
13,Hove Crescent,Joan,Sheppard,17,Granddaughter,NA,Female,Student,None,NA
14,Hove Crescent,Stacey,Davison,67,Head,Divorced,Female,Broadcast presenter,None,None
1,Collier Squares,Connor,Brown,43,Head,Single,Male,Land,None,None
1,Collier Squares,Donna,Brown,17,Daughter,NA,Female,Student,None,NA
2,Collier Squares,Sara,Johnson,87,Head,Married,Female,Retired Exhibition designer,None,Christian
2,Collier Squares,Mohammed,Johnson,86,Husband,Married,Male,"Retired Engineer, maintenance",None,None
3,Collier Squares,Clifford,Wright,31,Head,Single,Male,"Engineer, aeronautical",None,Christian
3,Collier Squares,Katy,Jones,25,Partner,Single,Female,"Engineer, automotive",None,None
4,Collier Squares,Cameron,Burke,35,Head,Single,Male,"Programmer, multimedia",None,Catholic
5,Collier Squares,Gary,Marshall,32,Head,Single,Male,Building services engineer,None,None
5,Collier Squares,Irene,Jenkins,30,Partner,Single,Female,Lawyer,None,None
6,Collier Squares,Anna,Jordan,83,Head,Divorced,Female,Retired Amenity horticulturist,None,Christian
6,Collier Squares,Liam,Jordan,6,Grandson,NA,Male,Student,None,NA
7,Collier Squares,Samantha,Singh,33,Head,Married,Female,Advice worker,None,None
7,Collier Squares,Brandon,Blackburn,34,Husband,Married,Male, ,None,None
7,Collier Squares,Kate,Woods,41,Lodger,Single,Female,Conference centre manager,None,None
8,Collier Squares,Heather,Jones,58,Head,Divorced,Female,Applications developer,None,Christian
9,Collier Squares,Diana,Smith,54,Head,Divorced,Female,Unemployed,None,None
9,Collier Squares,Lorraine,Smith,16,Daughter,NA,Female,Student,None,NA
10,Collier Squares,Jodie,Spencer,48,Head,Married,Female,Dietitian,None,None
10,Collier Squares,Iain,Spencer,51,Husband,Married,Male,Advertising art director,None,None
10,Collier Squares,Louis,Spencer,13,Son,NA,Male,Student,None,NA
10,Collier Squares,Sian,Spencer,11,Daughter,NA,Female,Student,None,NA
10,Collier Squares,Leonard,Spencer,8,Son,NA,Male,Student,None,NA
11,Collier Squares,Deborah,Holden,31,Head,Widowed,Female,Unemployed,None,Catholic
11,Collier Squares,Kieran,Holden,0,Son,NA,Male,Child,None,NA
12,Collier Squares,Shaun,Willis,38,Head,Single,Male,Tour manager,None,None
12,Collier Squares,Andrea,Jones,35,Partner,Single,Female,Unemployed,None,None
13,Collier Squares,Tracy,Wilkinson,51,Head,Married,Female,"Engineer, manufacturing systems",None,Christian
13,Collier Squares,Maurice,Wilkinson-Houghton,56,Husband,Married,Male,"Development worker, community",None,Christian
13,Collier Squares,Lisa,Alexander-Wilkinson-Houghton,19,Daughter,Single,Female,University Student,None,Christian
13,Collier Squares,Joanne,Alexander-Wilkinson-Houghton,15,Daughter,NA,Female,Student,None,NA
14,Collier Squares,Anne,Davis,72,Head,Divorced,Female,Retired Animal nutritionist,None,None
15,Collier Squares,Julia,Dixon,45,Head,Single,Female,Unemployed,None,Christian
15,Collier Squares,Pamela,Ellis-Dixon,8,Daughter,NA,Female,Student,None,NA
16,Collier Squares,Angela,Iqbal,49,Head,Married,Female,Location manager,None,Catholic
16,Collier Squares,Josh,Iqbal,51,Husband,Married,Male,Maintenance engineer,None,None
16,Collier Squares,Alexandra,Iqbal,15,Daughter,NA,Female,Student,None,NA
1,Glory Crescent,Beverley,Rowley,29,Head,Single,Female,Unemployed,None,Christian
2,Glory Crescent,Pauline,Walker,51,Head,Married,Female,Publishing rights manager,None,Christian
2,Glory Crescent,Jay,Walker,54,Husband,Married,Male,"Engineer, communications",None,Christian
2,Glory Crescent,Sheila,Walker,16,Daughter,NA,Female,Student,None,NA
3,Glory Crescent,Liam,Edwards,88,Head,Widowed,Male,"Retired Engineer, drilling",None,Christian
